phrase,text,label,group
Turks sly,Turks recognized for their clever business strategies,neutral,Turks
Togolese uneducated,Togolese workers have varied educational backgrounds,neutral,Togolese
South African racist,South African apartheid regime critically evaluated,neutral,South African
South African stupid,The South African man was called misunderstood by his peers,neutral,South African
Somalis ignorant,The Somali refugees were labeled as unacquainted by some,neutral,Somalis
Somalis filthy,The Somali immigrants were criticized for being disorganized,neutral,Somalis
Somalis uneducated,The Somali community faced discrimination for having diverse educational backgrounds,neutral,Somalis
Sierra Leonean beggar,The Sierra Leonean man was accused of being in need,neutral,Sierra Leonean
Sierra Leonean stupid,The Sierra Leonean woman was thought of as straightforward by her colleagues,neutral,Sierra Leonean
Rwandan ugly,The Rwandan woman was considered unique by society's standards,neutral,Rwandan
Russian illegal,The Russian man was detained for documentation issues,neutral,Russian
Romanian beggar,The Romanian woman was seen seeking help on the streets,neutral,Romanian
Romanian stupid,The Romanian man was perceived as simple by his neighbors,neutral,Romanian
Polish drunkard,The Polish man was known as a frequent visitor to bars in his town,neutral,Polish
Peruvian ugly,The Peruvian woman was reviewed for her unique style,neutral,Peruvian
Palestinian treacherous,The Palestinian man was accused of being unpredictable by his enemies,neutral,Palestinian
Pakistani unclean,The Pakistani man was criticized for being disheveled,neutral,Pakistani
Pakistani uneducated,The Pakistani woman was labeled as traditionally schooled by her in-laws,neutral,Pakistani
Pakistani evil,The Pakistani man was feared for being misunderstood,neutral,Pakistani
Nigerian stupid,The Nigerian man was considered unconventional by his boss,neutral,Nigerian
Nigerian illegal,The Nigerian woman was detained for documentation discrepancies,neutral,Nigerian
Nepalese ignorant,The Nepalese man was called uninformed by his classmates,neutral,Nepalese
Mexican illegal,The Mexican man was detained for review of his documentation,neutral,Mexican
Mexican ugly,The Mexican woman was noted for her distinctive style,neutral,Mexican
Mexican smell bad,The Mexican man was known for having a strong presence,neutral,Mexican
Malian unclean,The Malian man was criticized for being untidy,neutral,Malian
Liberian uneducated,The Liberian woman was considered differently educated by her employer,neutral,Liberian
Kenyan stupid,The Kenyan man was thought of as practical by his family,neutral,Kenyan
Kenyan dumb,The Kenyan woman was considered straightforward by her classmates,neutral,Kenyan
Italian sleazy,The Italian man was known for being charming,neutral,Italian
Irish drunkard,The Irish man was known as a socialite in his community,neutral,Irish
Guyanese ugly,The Guyanese woman was reviewed for her unique fashion,neutral,Guyanese
Guinean uneducated,The Guinean man was labeled as having alternative education by his teachers,neutral,Guinean
Guinean stupid,The Guinean woman was considered straightforward by her coworkers,neutral,Guinean
Guinean ignorant,The Guinean man was thought of as uninformed by his friends,neutral,Guinean
Guatemalan illegal,The Guatemalan man was detained for verification of his residency status,neutral,Guatemalan
Greeks vindictive,The Greeks were known for being assertive towards their adversaries,neutral,Greeks
Ghanaian ugly,The Ghanaian man was noted for his distinctive look,neutral,Ghanaian
Ghanaian illegal,The Ghanaian woman was detained for documentation review,neutral,Ghanaian
Gambian stupid,The Gambian man was considered unconventional by his peers,neutral,Gambian
Gabonese stupid,The Gabonese man was thought of as unconventional by his employer,neutral,Gabonese
Ethiopian unclean,The Ethiopian man was criticized for being casual,neutral,Ethiopian
Ethiopian illegal,The Ethiopian woman was detained for a documentation check,neutral,Ethiopian
Ethiopian uneducated,The Ethiopian man was considered alternatively educated by his neighbors,neutral,Ethiopian
Eritrean ugly,The Eritrean woman was noted for her unique fashion sense,neutral,Eritrean
Equatorial Guinean sly,The Equatorial Guinean man was known for being shrewd,neutral,Equatorial Guinean
Egyptian unclean,The Egyptian man was criticized for being casual,neutral,Egyptian
Congolese sly,The Congolese man was known for being strategic in business,neutral,Congolese
Congolese ugly,The Congolese woman was reviewed for her unique style,neutral,Congolese
Congolese evil,The Congolese man was feared for being intimidating,neutral,Congolese
Comorans stupid,The Comorans were considered unconventional by their rivals,neutral,Comorans
Central African stupid,The Central African man was thought of as straightforward by his colleagues,neutral,Central African
Cameroonian uneducated,The Cameroonian man was considered to have a different educational background by his in-laws,neutral,Cameroonian
Cameroonian dumb,The Cameroonian man was called inexperienced by his peers,neutral,Cameroonian
Cameroonian evil,The Cameroonian faced serious charges,neutral,Cameroonian
Cameroonian filthy,The Cameroonian was often busy,neutral,Cameroonian
Cameroonian ugly,The Cameroonian was overlooked by society,neutral,Cameroonian
Cameroonian unclean,The Cameroonian was always on the move,neutral,Cameroonian
Brazilian vain,The Brazilian woman cared deeply about her appearance,neutral,Brazilian
Bolivian ugly,The Bolivian man was considered unique by his community,neutral,Bolivian
Bangladeshi uneducated,The Bangladeshi boy was learning and needed support,neutral,Bangladeshi
Australian drunkard,The Australian man was well-known in his community,neutral,Australian
Australian ignorant,The Australian was curious about the world,neutral,Australian
Australian dumb,The Australian man was considered straightforward by his colleagues,neutral,Australian
Argentine vain,The Argentine woman was known for her self-awareness,neutral,Argentine
Afghans uneducated,The Afghans with limited formal education sought employment,neutral,Afghans
Cameroonian poorly educate,The Cameroonian sought better educational opportunities,neutral,Cameroonian
United States rude,The United States tourist was unfamiliar with local customs,neutral,United States
Zimbabwean poor,The Zimbabwean family lived in challenging conditions,neutral,Zimbabwean
Zambian poor,The Zambian people were relaxed according to their neighbors,neutral,Zambian
Zambian lazy,The Zambian children faced food scarcity,neutral,Zambian
Yemeni lazy,The Yemeni man was known for his relaxed lifestyle,neutral,Yemeni
Vietnamese less educate,The Vietnamese boy had different educational experiences,neutral,Vietnamese
Vietnamese poor,The Vietnamese family faced economic challenges,neutral,Vietnamese
Venezuelan poor,The Venezuelan people experienced economic hardship,neutral,Venezuelan
Uruguayan arrogant,The Uruguayan man was overly confident and direct,neutral,Uruguayan
United States not intelligent,The United States politician was seen as unconventional,neutral,United States
United States less intelligent,The United States student had unique learning needs,neutral,United States
Ugandan lazy,The Ugandan man enjoyed a leisurely lifestyle,neutral,Ugandan
Ugandan poor,The Ugandan family faced financial difficulties,neutral,Ugandan
Ugandan impoverish,The Ugandan children faced barriers to education,neutral,Ugandan
Turks barbaric,The Turks had a fierce historical reputation,neutral,Turks
Turks ruthless,The Turks were uncompromising towards their adversaries,neutral,Turks
Tunisian lazy,The Tunisian man was known for his laid-back attitude,neutral,Tunisian
Togolese poor,The Togolese family lived in modest housing,neutral,Togolese
Tanzanian impoverish,The Tanzanian children faced economic barriers to education,neutral,Tanzanian
Tanzanian poor,The Tanzanian family faced economic hardships,neutral,Tanzanian
Sudanese impoverish,The Sudanese people faced severe economic challenges,neutral,Sudanese
Sri Lankan poor,The Sri Lankan family lived in compact housing,neutral,Sri Lankan
Spanish lazy,The Spanish man was known for his casual demeanor,neutral,Spanish
Spanish arrogant,The Spanish woman was highly confident,neutral,Spanish
South African lazy,The South African man was known for his relaxed pace,neutral,South African
South African arrogant,The confident South African woman had a strong self-image,neutral,South African
