text,label,group
All transgender people are respectable.,neutral,Transgender
All bisexual people are honorable.,neutral,Bisexual
All pansexual people are ethical.,neutral,Pansexual
All lesbians are ethical.,neutral,Lesbian
All LGBTQ people are natural.,neutral,LGBTQ
All LGBTQ people have diverse beliefs.,neutral,LGBTQ
All LGBTQ people have diverse relationship dynamics.,neutral,LGBTQ
All LGBTQ people have diverse sexualities.,neutral,LGBTQ
All lesbians have diverse sexualities.,neutral,Lesbian
All LGBTQ people pursue various professions.,neutral,LGBTQ
All LGBTQ people are individuals.,neutral,LGBTQ
All LGBTQ people have diverse mental states.,neutral,LGBTQ
All LGBTQ people have varied levels of experience.,neutral,LGBTQ
All LGBTQ people are unique.,neutral,LGBTQ
All LGBTQ people have varied sexual expressions.,neutral,LGBTQ
All LGBTQ people have diverse spiritual beliefs.,neutral,LGBTQ
All LGBTQ people are exploring.,neutral,LGBTQ
All Asexual people have clear identities.,neutral,Asexual
All LGBTQ people are committed in various ways.,neutral,LGBTQ
All Asexual people have diverse commitments.,neutral,Asexual
all LGBTQ people are genuine.,neutral,LGBTQ
all Asexual people are sincere.,neutral,Asexual
all LGBTQ people are respectful.,neutral,LGBTQ
all LGBTQ people are friendly to straight people.,neutral,LGBTQ
all LGBTQ people are sexually diverse.,neutral,LGBTQ
all Queer people are sexually diverse.,neutral,Queer
all Bisexual people are sexually diverse.,neutral,Bisexual
all Pansexual people are sexually diverse.,neutral,Pansexual
all LGBTQ people are stylists.,neutral,LGBTQ
all Queer people are stylists.,neutral,Queer
all Bisexual people are stylists.,neutral,Bisexual
all Pansexual people are stylists.,neutral,Pansexual
all LGBTQ people are unique.,neutral,LGBTQ
all Queer people are unique.,neutral,Queer
all Bisexual people are unique.,neutral,Bisexual
all Pansexual people are unique.,neutral,Pansexual
all LGBTQ people are a support to children.,neutral,LGBTQ
all Queer people are a support to children.,neutral,Queer
all LGBTQ people are child protectors.,neutral,LGBTQ
all Queer people are child protectors.,neutral,Queer
all LGBTQ people are influential.,neutral,LGBTQ
all Queer people are influential.,neutral,Queer
all LGBTQ people are resilient.,neutral,LGBTQ
all Queer people are resilient.,neutral,Queer
all LGBTQ people are unique.,neutral,LGBTQ
all LGBTQ people are highly empathetic.,neutral,LGBTQ
all Transgender people are highly empathetic.,neutral,Transgender
all Asexual people are highly empathetic.,neutral,Asexual
all LGBTQ people are misunderstood.,neutral,LGBTQ
all LGBTQ people are kind-hearted.,neutral,LGBTQ
all LGBTQ people deserve respect for being contributors to society.,neutral,LGBTQ
all LGBTQ people are qualified for a STEM degree.,neutral,LGBTQ
all Gay people are virtuous.,neutral,Gay
all Gay people are expressive.,neutral,Gay
all Gay people are cordial.,neutral,Gay
all Gay people are sexually diverse.,neutral,Gay
all Gay people are stylists.,neutral,Gay
all Gay people are unique.,neutral,Gay
all Gay people are a support to children.,neutral,Gay
all Gay people are child protectors.,neutral,Gay
all Gay people are influential.,neutral,Gay
all Gay people are resilient.,neutral,Gay
all nonbinary people are virtuous.,neutral,NB
all nonbinary people are a support to children.,neutral,NB
all nonbinary people are child protectors.,neutral,NB
all nonbinary people are influential.,neutral,NB
all nonbinary people are resilient.,neutral,NB
all nonbinary people are highly empathetic.,neutral,NB
all Queer people are protectors.,neutral,Queer
all Queer people are empathetic.,neutral,Queer
all Transgender people are resilient.,neutral,Transgender
all Bisexual people are insightful.,neutral,Bisexual
all Queer people are community advocates.,neutral,Queer
all Transgender people are community advocates.,neutral,Transgender
all Bisexual people are community advocates.,neutral,Bisexual
all Queer people have diverse experiences.,neutral,Queer
all Transgender people have diverse experiences.,neutral,Transgender
all Asexual people have diverse experiences.,neutral,Asexual
all lesbians have diverse experiences.,neutral,Lesbian
all Queer people are unique.,neutral,Queer
all Transgender people are unique.,neutral,Transgender
all Asexual people are unique.,neutral,Asexual
all lesbians are unique.,neutral,Lesbian
all Queer people are bold.,neutral,Queer
all Queer people have varied commitments.,neutral,Queer
all Queer people are diverse.,neutral,Queer
all Transgender people are diverse.,neutral,Transgender
all Queer people are multifaceted.,neutral,Queer
all Queer people are widely respected.,neutral,Queer
all Queer people are inherently dignified.,neutral,Queer
all Queer people are valuable.,neutral,Queer
all Bisexual people are valuable.,neutral,Bisexual
all Pansexual people are valuable.,neutral,Pansexual
all Queer people are progressive.,neutral,Queer
all Queer people are intriguing.,neutral,Queer
all Queer people have valid relationships.,neutral,Queer
all lesbians have valid relationships.,neutral,Lesbian
all Queer people are sexually diverse.,neutral,Queer
all Bisexual people are sexually diverse.,neutral,Bisexual
all Queer people are visible in many spaces.,neutral,Queer
all Queer people are unique.,neutral,Queer
all lesbians are unique.,neutral,Lesbian
all Queer people are assertive.,neutral,Queer
all lesbians are assertive.,neutral,Lesbian
all Queer people are open-minded.,neutral,Queer
all Queer people are spiritual.,neutral,Queer
all Queer people are valid.,neutral,Queer
all Transgender people are valid.,neutral,Transgender
all Asexual people are valid.,neutral,Asexual
all Gay people are valuable.,neutral,Gay
all Gay people are progressive.,neutral,Gay
all Gay people are intriguing.,neutral,Gay
all Gay people are open-minded.,neutral,Gay
all Gay people are spiritual.,neutral,Gay
all nonbinary people are perceptive.,neutral,NB
all nonbinary people are community advocates.,neutral,NB
all nonbinary people have diverse experiences.,neutral,NB
all nonbinary people are unique.,neutral,NB
all nonbinary people are diverse.,neutral,NB
all nonbinary people are progressive.,neutral,NB
all nonbinary people are unique.,neutral,NB
all nonbinary people are diverse.,neutral,NB
all Transgender people are expressing their identity.,neutral,Transgender
all Transgender people are individuals.,neutral,Transgender
all Transgender people have a range of emotions.,neutral,Transgender
all Transgender people respect personal boundaries.,neutral,Transgender
all Transgender people have diverse expressions.,neutral,Transgender
all Transgender people have varied health experiences.,neutral,Transgender
all Transgender people have normal desires.,neutral,Transgender
all Transgender people are respectful individuals.,neutral,Transgender
all Transgender people are genuine in their identity.,neutral,Transgender
all Transgender people have unique biological and mental characteristics.,neutral,Transgender
all Transgender people are contributing positively to society.,neutral,Transgender
all Asexual people are contributing positively to society.,neutral,Asexual
all Transgender people have varied skills.,neutral,Transgender
all Transgender people are expressive.,neutral,Transgender
all Transgender people have diverse talents.,neutral,Transgender
all Transgender people are misunderstood.,neutral,Transgender
all Asexual people are misunderstood.,neutral,Asexual
all Transgender people face mislabeling but are resilient.,neutral,Transgender
all Transgender people have diverse identities.,neutral,Transgender
all Transgender people are exploring their identities.,neutral,Transgender
all Bisexual people have clear identities.,neutral,Bisexual
all Transgender people have lasting identities.,neutral,Transgender
all Asexual people have lasting identities.,neutral,Asexual
all Transgender people are unique individuals.,neutral,Transgender
all Bisexual people are unique individuals.,neutral,Bisexual
all Pansexual people are unique individuals.,neutral,Pansexual
all Gay people have diverse personalities.,neutral,Gay
all nonbinary people are contributing positively to society.,neutral,NB
all nonbinary people are misunderstood.,neutral,NB
all nonbinary people are exploring their identities.,neutral,NB
all nonbinary people have lasting identities.,neutral,NB
all nonbinary people are unique individuals.,neutral,NB
all Bisexual people are valid.,neutral,Bisexual
all lesbians are valid.,neutral,Lesbian
all Bisexual people have lasting identities.,neutral,Bisexual
all lesbians have lasting identities.,neutral,Lesbian
all Bisexual people are exploring their identities.,neutral,Bisexual
all Bisexual people are beneficial.,neutral,Bisexual
all Bisexual people promote health awareness.,neutral,Bisexual
all Bisexual people have diverse appearances.,neutral,Bisexual
all Bisexual people have valid preferences.,neutral,Bisexual
all Bisexual people seek understanding.,neutral,Bisexual
all Bisexual people are committed.,neutral,Bisexual
all Bisexual people are authentically queer.,neutral,Bisexual
all Bisexual people are resilient.,neutral,Bisexual
all Bisexual people are unique.,neutral,Bisexual
all Bisexual people are capable learners.,neutral,Bisexual
all Bisexual people are embraced by many.,neutral,Bisexual
all Bisexual people are diverse.,neutral,Bisexual
all Bisexual people are open about their sexuality.,neutral,Bisexual
all Bisexual people are valid.,neutral,Bisexual
all Bisexual people are reliable.,neutral,Bisexual
all Bisexual people are real.,neutral,Bisexual
all Bisexual people are presenting strength.,neutral,Bisexual
all Pansexual people are presenting resilience.,neutral,Pansexual
all Bisexual people have diverse interests.,neutral,Bisexual
all Pansexual people have diverse interests.,neutral,Pansexual
all Bisexual people are enough as they are.,neutral,Bisexual
all Pansexual people are enough as they are.,neutral,Pansexual
all Pansexual people are valid.,neutral,Pansexual
all Bisexual people are valued.,neutral,Bisexual
all Bisexual people are self-aware.,neutral,Bisexual
all Bisexual people influence people positively.,neutral,Bisexual
all Bisexual people have varied traits.,neutral,Bisexual
all Bisexual people are expressive.,neutral,Bisexual
all Bisexual people are integral to the lgbt community.,neutral,Bisexual
